id,priority,municipality,pillar,primary_keyword_en,primary_keyword_es,url,requirement,release_status,index_policy
"153","P2","Ponce","business","services near me in Ponce","servicios cerca de mí en Ponce","https://spotlightpuertorico.com/puerto-rico/ponce/services/","3 approved service listings across at least 2 categories","live","index"
"154","P2","Ponce","shopping","shopping in Ponce Puerto Rico","dónde comprar en Ponce Puerto Rico","https://spotlightpuertorico.com/puerto-rico/ponce/shopping/","2 approved retail listings","live","index"
"155","P2","Ponce","tourism","things to do in Ponce","qué hacer en Ponce","https://spotlightpuertorico.com/puerto-rico/ponce/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"156","P2","Ponce","tourism","tours in Ponce Puerto Rico","tours en Ponce Puerto Rico","https://spotlightpuertorico.com/puerto-rico/ponce/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"157","P2","Rincón","business","automotive services in Rincón","servicios automotrices en Rincón","https://spotlightpuertorico.com/puerto-rico/rincon/automotive/","2 approved automotive listings","live","index"
"158","P2","Rincón","tourism","beaches near Rincón","playas cerca de Rincón","https://spotlightpuertorico.com/puerto-rico/rincon/beaches/","2 documented beaches with access and safety details","live","index"
"159","P2","Rincón","business","beauty and spa in Rincón","belleza y spa en Rincón","https://spotlightpuertorico.com/puerto-rico/rincon/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"160","P2","Rincón","food","cafes and bakeries in Rincón","cafés y panaderías en Rincón","https://spotlightpuertorico.com/puerto-rico/rincon/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"161","P2","Rincón","tourism","family things to do in Rincón","actividades familiares en Rincón","https://spotlightpuertorico.com/puerto-rico/rincon/family-activities/","3 documented family-suitable activities","live","index"
"162","P2","Rincón","business","home services in Rincón","servicios para el hogar en Rincón","https://spotlightpuertorico.com/puerto-rico/rincon/home-services/","2 approved home-service listings","live","index"
"163","P2","Rincón","business","local businesses in Rincón","negocios locales en Rincón","https://spotlightpuertorico.com/puerto-rico/rincon/local-businesses/","4 approved listings across at least 2 categories","live","index"
"164","P2","Rincón","business","professional services in Rincón","servicios profesionales en Rincón","https://spotlightpuertorico.com/puerto-rico/rincon/professional-services/","2 approved professional-service listings","live","index"
"165","P2","Rincón","food","restaurants in Rincón","restaurantes en Rincón","https://spotlightpuertorico.com/puerto-rico/rincon/restaurants/","2 approved restaurant listings","live","index"
"166","P2","Rincón","business","services near me in Rincón","servicios cerca de mí en Rincón","https://spotlightpuertorico.com/puerto-rico/rincon/services/","3 approved service listings across at least 2 categories","live","index"
"167","P2","Rincón","shopping","shopping in Rincón Puerto Rico","dónde comprar en Rincón Puerto Rico","https://spotlightpuertorico.com/puerto-rico/rincon/shopping/","2 approved retail listings","live","index"
"168","P2","Rincón","tourism","things to do in Rincón","qué hacer en Rincón","https://spotlightpuertorico.com/puerto-rico/rincon/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"169","P2","Rincón","tourism","tours in Rincón Puerto Rico","tours en Rincón Puerto Rico","https://spotlightpuertorico.com/puerto-rico/rincon/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"170","P2","Río Grande","business","automotive services in Río Grande","servicios automotrices en Río Grande","https://spotlightpuertorico.com/puerto-rico/rio-grande/automotive/","2 approved automotive listings","live","index"
"171","P2","Río Grande","tourism","beaches near Río Grande","playas cerca de Río Grande","https://spotlightpuertorico.com/puerto-rico/rio-grande/beaches/","2 documented beaches with access and safety details","live","index"
"172","P2","Río Grande","business","beauty and spa in Río Grande","belleza y spa en Río Grande","https://spotlightpuertorico.com/puerto-rico/rio-grande/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"173","P2","Río Grande","food","cafes and bakeries in Río Grande","cafés y panaderías en Río Grande","https://spotlightpuertorico.com/puerto-rico/rio-grande/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"174","P2","Río Grande","tourism","family things to do in Río Grande","actividades familiares en Río Grande","https://spotlightpuertorico.com/puerto-rico/rio-grande/family-activities/","3 documented family-suitable activities","live","index"
"175","P2","Río Grande","business","home services in Río Grande","servicios para el hogar en Río Grande","https://spotlightpuertorico.com/puerto-rico/rio-grande/home-services/","2 approved home-service listings","live","index"
"176","P2","Río Grande","business","local businesses in Río Grande","negocios locales en Río Grande","https://spotlightpuertorico.com/puerto-rico/rio-grande/local-businesses/","4 approved listings across at least 2 categories","live","index"
"177","P2","Río Grande","business","professional services in Río Grande","servicios profesionales en Río Grande","https://spotlightpuertorico.com/puerto-rico/rio-grande/professional-services/","2 approved professional-service listings","live","index"
"178","P2","Río Grande","food","restaurants in Río Grande","restaurantes en Río Grande","https://spotlightpuertorico.com/puerto-rico/rio-grande/restaurants/","2 approved restaurant listings","live","index"
"179","P2","Río Grande","business","services near me in Río Grande","servicios cerca de mí en Río Grande","https://spotlightpuertorico.com/puerto-rico/rio-grande/services/","3 approved service listings across at least 2 categories","live","index"
"180","P2","Río Grande","shopping","shopping in Río Grande Puerto Rico","dónde comprar en Río Grande Puerto Rico","https://spotlightpuertorico.com/puerto-rico/rio-grande/shopping/","2 approved retail listings","live","index"
"181","P2","Río Grande","tourism","things to do in Río Grande","qué hacer en Río Grande","https://spotlightpuertorico.com/puerto-rico/rio-grande/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"182","P2","Río Grande","tourism","tours in Río Grande Puerto Rico","tours en Río Grande Puerto Rico","https://spotlightpuertorico.com/puerto-rico/rio-grande/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"183","P2","San Juan","business","automotive services in San Juan","servicios automotrices en San Juan","https://spotlightpuertorico.com/puerto-rico/san-juan/automotive/","2 approved automotive listings","live","index"
"184","P2","San Juan","tourism","beaches near San Juan","playas cerca de San Juan","https://spotlightpuertorico.com/puerto-rico/san-juan/beaches/","2 documented beaches with access and safety details","live","index"
"185","P2","San Juan","business","beauty and spa in San Juan","belleza y spa en San Juan","https://spotlightpuertorico.com/puerto-rico/san-juan/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"186","P2","San Juan","food","cafes and bakeries in San Juan","cafés y panaderías en San Juan","https://spotlightpuertorico.com/puerto-rico/san-juan/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"187","P2","San Juan","tourism","family things to do in San Juan","actividades familiares en San Juan","https://spotlightpuertorico.com/puerto-rico/san-juan/family-activities/","3 documented family-suitable activities","live","index"
"188","P2","San Juan","business","home services in San Juan","servicios para el hogar en San Juan","https://spotlightpuertorico.com/puerto-rico/san-juan/home-services/","2 approved home-service listings","live","index"
"189","P2","San Juan","business","local businesses in San Juan","negocios locales en San Juan","https://spotlightpuertorico.com/puerto-rico/san-juan/local-businesses/","4 approved listings across at least 2 categories","live","index"
"190","P2","San Juan","business","professional services in San Juan","servicios profesionales en San Juan","https://spotlightpuertorico.com/puerto-rico/san-juan/professional-services/","2 approved professional-service listings","live","index"
"191","P2","San Juan","food","restaurants in San Juan","restaurantes en San Juan","https://spotlightpuertorico.com/puerto-rico/san-juan/restaurants/","2 approved restaurant listings","live","index"
"192","P2","San Juan","business","services near me in San Juan","servicios cerca de mí en San Juan","https://spotlightpuertorico.com/puerto-rico/san-juan/services/","3 approved service listings across at least 2 categories","live","index"
"193","P2","San Juan","shopping","shopping in San Juan Puerto Rico","dónde comprar en San Juan Puerto Rico","https://spotlightpuertorico.com/puerto-rico/san-juan/shopping/","2 approved retail listings","live","index"
"194","P2","San Juan","tourism","things to do in San Juan","qué hacer en San Juan","https://spotlightpuertorico.com/puerto-rico/san-juan/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"195","P2","San Juan","tourism","tours in San Juan Puerto Rico","tours en San Juan Puerto Rico","https://spotlightpuertorico.com/puerto-rico/san-juan/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"196","P2","Vieques","business","automotive services in Vieques","servicios automotrices en Vieques","https://spotlightpuertorico.com/puerto-rico/vieques/automotive/","2 approved automotive listings","live","index"
"197","P2","Vieques","tourism","beaches near Vieques","playas cerca de Vieques","https://spotlightpuertorico.com/puerto-rico/vieques/beaches/","2 documented beaches with access and safety details","live","index"
"198","P2","Vieques","business","beauty and spa in Vieques","belleza y spa en Vieques","https://spotlightpuertorico.com/puerto-rico/vieques/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"199","P2","Vieques","food","cafes and bakeries in Vieques","cafés y panaderías en Vieques","https://spotlightpuertorico.com/puerto-rico/vieques/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"200","P2","Vieques","tourism","family things to do in Vieques","actividades familiares en Vieques","https://spotlightpuertorico.com/puerto-rico/vieques/family-activities/","3 documented family-suitable activities","live","index"
"201","P2","Vieques","business","home services in Vieques","servicios para el hogar en Vieques","https://spotlightpuertorico.com/puerto-rico/vieques/home-services/","2 approved home-service listings","live","index"
"202","P2","Vieques","business","local businesses in Vieques","negocios locales en Vieques","https://spotlightpuertorico.com/puerto-rico/vieques/local-businesses/","4 approved listings across at least 2 categories","live","index"
"203","P2","Vieques","business","professional services in Vieques","servicios profesionales en Vieques","https://spotlightpuertorico.com/puerto-rico/vieques/professional-services/","2 approved professional-service listings","live","index"
"204","P2","Vieques","food","restaurants in Vieques","restaurantes en Vieques","https://spotlightpuertorico.com/puerto-rico/vieques/restaurants/","2 approved restaurant listings","live","index"
"205","P2","Vieques","business","services near me in Vieques","servicios cerca de mí en Vieques","https://spotlightpuertorico.com/puerto-rico/vieques/services/","3 approved service listings across at least 2 categories","live","index"
"206","P2","Vieques","shopping","shopping in Vieques Puerto Rico","dónde comprar en Vieques Puerto Rico","https://spotlightpuertorico.com/puerto-rico/vieques/shopping/","2 approved retail listings","live","index"
"207","P2","Vieques","tourism","things to do in Vieques","qué hacer en Vieques","https://spotlightpuertorico.com/puerto-rico/vieques/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"208","P2","Vieques","tourism","tours in Vieques Puerto Rico","tours en Vieques Puerto Rico","https://spotlightpuertorico.com/puerto-rico/vieques/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"209","P2","Adjuntas","business","automotive services in Adjuntas","servicios automotrices en Adjuntas","https://spotlightpuertorico.com/puerto-rico/adjuntas/automotive/","2 approved automotive listings","live","index"
"210","P2","Adjuntas","tourism","beaches near Adjuntas","playas cerca de Adjuntas","https://spotlightpuertorico.com/puerto-rico/adjuntas/beaches/","2 documented beaches with access and safety details","live","index"
"211","P2","Adjuntas","business","beauty and spa in Adjuntas","belleza y spa en Adjuntas","https://spotlightpuertorico.com/puerto-rico/adjuntas/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"212","P2","Adjuntas","food","cafes and bakeries in Adjuntas","cafés y panaderías en Adjuntas","https://spotlightpuertorico.com/puerto-rico/adjuntas/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"213","P2","Adjuntas","tourism","family things to do in Adjuntas","actividades familiares en Adjuntas","https://spotlightpuertorico.com/puerto-rico/adjuntas/family-activities/","3 documented family-suitable activities","live","index"
"214","P2","Adjuntas","business","home services in Adjuntas","servicios para el hogar en Adjuntas","https://spotlightpuertorico.com/puerto-rico/adjuntas/home-services/","2 approved home-service listings","live","index"
"215","P2","Adjuntas","business","local businesses in Adjuntas","negocios locales en Adjuntas","https://spotlightpuertorico.com/puerto-rico/adjuntas/local-businesses/","4 approved listings across at least 2 categories","live","index"
"216","P2","Adjuntas","business","professional services in Adjuntas","servicios profesionales en Adjuntas","https://spotlightpuertorico.com/puerto-rico/adjuntas/professional-services/","2 approved professional-service listings","live","index"
"217","P2","Adjuntas","food","restaurants in Adjuntas","restaurantes en Adjuntas","https://spotlightpuertorico.com/puerto-rico/adjuntas/restaurants/","2 approved restaurant listings","live","index"
"218","P2","Adjuntas","business","services near me in Adjuntas","servicios cerca de mí en Adjuntas","https://spotlightpuertorico.com/puerto-rico/adjuntas/services/","3 approved service listings across at least 2 categories","live","index"
"219","P2","Adjuntas","shopping","shopping in Adjuntas Puerto Rico","dónde comprar en Adjuntas Puerto Rico","https://spotlightpuertorico.com/puerto-rico/adjuntas/shopping/","2 approved retail listings","live","index"
"220","P2","Adjuntas","tourism","things to do in Adjuntas","qué hacer en Adjuntas","https://spotlightpuertorico.com/puerto-rico/adjuntas/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"221","P2","Adjuntas","tourism","tours in Adjuntas Puerto Rico","tours en Adjuntas Puerto Rico","https://spotlightpuertorico.com/puerto-rico/adjuntas/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"222","P2","Aguada","business","automotive services in Aguada","servicios automotrices en Aguada","https://spotlightpuertorico.com/puerto-rico/aguada/automotive/","2 approved automotive listings","live","index"
"223","P2","Aguada","tourism","beaches near Aguada","playas cerca de Aguada","https://spotlightpuertorico.com/puerto-rico/aguada/beaches/","2 documented beaches with access and safety details","live","index"
"224","P2","Aguada","business","beauty and spa in Aguada","belleza y spa en Aguada","https://spotlightpuertorico.com/puerto-rico/aguada/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"225","P2","Aguada","food","cafes and bakeries in Aguada","cafés y panaderías en Aguada","https://spotlightpuertorico.com/puerto-rico/aguada/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"226","P2","Aguada","tourism","family things to do in Aguada","actividades familiares en Aguada","https://spotlightpuertorico.com/puerto-rico/aguada/family-activities/","3 documented family-suitable activities","live","index"
"227","P2","Aguada","business","home services in Aguada","servicios para el hogar en Aguada","https://spotlightpuertorico.com/puerto-rico/aguada/home-services/","2 approved home-service listings","live","index"
"228","P2","Aguada","business","local businesses in Aguada","negocios locales en Aguada","https://spotlightpuertorico.com/puerto-rico/aguada/local-businesses/","4 approved listings across at least 2 categories","live","index"
"229","P2","Aguada","business","professional services in Aguada","servicios profesionales en Aguada","https://spotlightpuertorico.com/puerto-rico/aguada/professional-services/","2 approved professional-service listings","live","index"
"230","P2","Aguada","food","restaurants in Aguada","restaurantes en Aguada","https://spotlightpuertorico.com/puerto-rico/aguada/restaurants/","2 approved restaurant listings","live","index"
"231","P2","Aguada","business","services near me in Aguada","servicios cerca de mí en Aguada","https://spotlightpuertorico.com/puerto-rico/aguada/services/","3 approved service listings across at least 2 categories","live","index"
"232","P2","Aguada","shopping","shopping in Aguada Puerto Rico","dónde comprar en Aguada Puerto Rico","https://spotlightpuertorico.com/puerto-rico/aguada/shopping/","2 approved retail listings","live","index"
"233","P2","Aguada","tourism","things to do in Aguada","qué hacer en Aguada","https://spotlightpuertorico.com/puerto-rico/aguada/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"234","P2","Aguada","tourism","tours in Aguada Puerto Rico","tours en Aguada Puerto Rico","https://spotlightpuertorico.com/puerto-rico/aguada/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"235","P2","Aguas Buenas","business","automotive services in Aguas Buenas","servicios automotrices en Aguas Buenas","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/automotive/","2 approved automotive listings","live","index"
"236","P2","Aguas Buenas","tourism","beaches near Aguas Buenas","playas cerca de Aguas Buenas","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/beaches/","2 documented beaches with access and safety details","live","index"
"237","P2","Aguas Buenas","business","beauty and spa in Aguas Buenas","belleza y spa en Aguas Buenas","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"238","P2","Aguas Buenas","food","cafes and bakeries in Aguas Buenas","cafés y panaderías en Aguas Buenas","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"239","P2","Aguas Buenas","tourism","family things to do in Aguas Buenas","actividades familiares en Aguas Buenas","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/family-activities/","3 documented family-suitable activities","live","index"
"240","P2","Aguas Buenas","business","home services in Aguas Buenas","servicios para el hogar en Aguas Buenas","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/home-services/","2 approved home-service listings","live","index"
"241","P2","Aguas Buenas","business","local businesses in Aguas Buenas","negocios locales en Aguas Buenas","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/local-businesses/","4 approved listings across at least 2 categories","live","index"
"242","P2","Aguas Buenas","business","professional services in Aguas Buenas","servicios profesionales en Aguas Buenas","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/professional-services/","2 approved professional-service listings","live","index"
"243","P2","Aguas Buenas","food","restaurants in Aguas Buenas","restaurantes en Aguas Buenas","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/restaurants/","2 approved restaurant listings","live","index"
"244","P2","Aguas Buenas","business","services near me in Aguas Buenas","servicios cerca de mí en Aguas Buenas","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/services/","3 approved service listings across at least 2 categories","live","index"
"245","P2","Aguas Buenas","shopping","shopping in Aguas Buenas Puerto Rico","dónde comprar en Aguas Buenas Puerto Rico","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/shopping/","2 approved retail listings","live","index"
"246","P2","Aguas Buenas","tourism","things to do in Aguas Buenas","qué hacer en Aguas Buenas","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"247","P2","Aguas Buenas","tourism","tours in Aguas Buenas Puerto Rico","tours en Aguas Buenas Puerto Rico","https://spotlightpuertorico.com/puerto-rico/aguas-buenas/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"248","P2","Aibonito","business","automotive services in Aibonito","servicios automotrices en Aibonito","https://spotlightpuertorico.com/puerto-rico/aibonito/automotive/","2 approved automotive listings","live","index"
"249","P2","Aibonito","tourism","beaches near Aibonito","playas cerca de Aibonito","https://spotlightpuertorico.com/puerto-rico/aibonito/beaches/","2 documented beaches with access and safety details","live","index"
"250","P2","Aibonito","business","beauty and spa in Aibonito","belleza y spa en Aibonito","https://spotlightpuertorico.com/puerto-rico/aibonito/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"251","P3","Aibonito","food","cafes and bakeries in Aibonito","cafés y panaderías en Aibonito","https://spotlightpuertorico.com/puerto-rico/aibonito/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"252","P3","Aibonito","tourism","family things to do in Aibonito","actividades familiares en Aibonito","https://spotlightpuertorico.com/puerto-rico/aibonito/family-activities/","3 documented family-suitable activities","live","index"
"253","P3","Aibonito","business","home services in Aibonito","servicios para el hogar en Aibonito","https://spotlightpuertorico.com/puerto-rico/aibonito/home-services/","2 approved home-service listings","live","index"
"254","P3","Aibonito","business","local businesses in Aibonito","negocios locales en Aibonito","https://spotlightpuertorico.com/puerto-rico/aibonito/local-businesses/","4 approved listings across at least 2 categories","live","index"
"255","P3","Aibonito","business","professional services in Aibonito","servicios profesionales en Aibonito","https://spotlightpuertorico.com/puerto-rico/aibonito/professional-services/","2 approved professional-service listings","live","index"
"256","P3","Aibonito","food","restaurants in Aibonito","restaurantes en Aibonito","https://spotlightpuertorico.com/puerto-rico/aibonito/restaurants/","2 approved restaurant listings","live","index"
"257","P3","Aibonito","business","services near me in Aibonito","servicios cerca de mí en Aibonito","https://spotlightpuertorico.com/puerto-rico/aibonito/services/","3 approved service listings across at least 2 categories","live","index"
"258","P3","Aibonito","shopping","shopping in Aibonito Puerto Rico","dónde comprar en Aibonito Puerto Rico","https://spotlightpuertorico.com/puerto-rico/aibonito/shopping/","2 approved retail listings","live","index"
"259","P3","Aibonito","tourism","things to do in Aibonito","qué hacer en Aibonito","https://spotlightpuertorico.com/puerto-rico/aibonito/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"260","P3","Aibonito","tourism","tours in Aibonito Puerto Rico","tours en Aibonito Puerto Rico","https://spotlightpuertorico.com/puerto-rico/aibonito/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"261","P3","Añasco","business","automotive services in Añasco","servicios automotrices en Añasco","https://spotlightpuertorico.com/puerto-rico/anasco/automotive/","2 approved automotive listings","live","index"
"262","P3","Añasco","tourism","beaches near Añasco","playas cerca de Añasco","https://spotlightpuertorico.com/puerto-rico/anasco/beaches/","2 documented beaches with access and safety details","live","index"
"263","P3","Añasco","business","beauty and spa in Añasco","belleza y spa en Añasco","https://spotlightpuertorico.com/puerto-rico/anasco/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"264","P3","Añasco","food","cafes and bakeries in Añasco","cafés y panaderías en Añasco","https://spotlightpuertorico.com/puerto-rico/anasco/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"265","P3","Añasco","tourism","family things to do in Añasco","actividades familiares en Añasco","https://spotlightpuertorico.com/puerto-rico/anasco/family-activities/","3 documented family-suitable activities","live","index"
"266","P3","Añasco","business","home services in Añasco","servicios para el hogar en Añasco","https://spotlightpuertorico.com/puerto-rico/anasco/home-services/","2 approved home-service listings","live","index"
"267","P3","Añasco","business","local businesses in Añasco","negocios locales en Añasco","https://spotlightpuertorico.com/puerto-rico/anasco/local-businesses/","4 approved listings across at least 2 categories","live","index"
"268","P3","Añasco","business","professional services in Añasco","servicios profesionales en Añasco","https://spotlightpuertorico.com/puerto-rico/anasco/professional-services/","2 approved professional-service listings","live","index"
"269","P3","Añasco","food","restaurants in Añasco","restaurantes en Añasco","https://spotlightpuertorico.com/puerto-rico/anasco/restaurants/","2 approved restaurant listings","live","index"
"270","P3","Añasco","business","services near me in Añasco","servicios cerca de mí en Añasco","https://spotlightpuertorico.com/puerto-rico/anasco/services/","3 approved service listings across at least 2 categories","live","index"
"271","P3","Añasco","shopping","shopping in Añasco Puerto Rico","dónde comprar en Añasco Puerto Rico","https://spotlightpuertorico.com/puerto-rico/anasco/shopping/","2 approved retail listings","live","index"
"272","P3","Añasco","tourism","things to do in Añasco","qué hacer en Añasco","https://spotlightpuertorico.com/puerto-rico/anasco/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"273","P3","Añasco","tourism","tours in Añasco Puerto Rico","tours en Añasco Puerto Rico","https://spotlightpuertorico.com/puerto-rico/anasco/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"274","P3","Arroyo","business","automotive services in Arroyo","servicios automotrices en Arroyo","https://spotlightpuertorico.com/puerto-rico/arroyo/automotive/","2 approved automotive listings","live","index"
"275","P3","Arroyo","tourism","beaches near Arroyo","playas cerca de Arroyo","https://spotlightpuertorico.com/puerto-rico/arroyo/beaches/","2 documented beaches with access and safety details","live","index"
"276","P3","Arroyo","business","beauty and spa in Arroyo","belleza y spa en Arroyo","https://spotlightpuertorico.com/puerto-rico/arroyo/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"277","P3","Arroyo","food","cafes and bakeries in Arroyo","cafés y panaderías en Arroyo","https://spotlightpuertorico.com/puerto-rico/arroyo/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"278","P3","Arroyo","tourism","family things to do in Arroyo","actividades familiares en Arroyo","https://spotlightpuertorico.com/puerto-rico/arroyo/family-activities/","3 documented family-suitable activities","live","index"
"279","P3","Arroyo","business","home services in Arroyo","servicios para el hogar en Arroyo","https://spotlightpuertorico.com/puerto-rico/arroyo/home-services/","2 approved home-service listings","live","index"
"280","P3","Arroyo","business","local businesses in Arroyo","negocios locales en Arroyo","https://spotlightpuertorico.com/puerto-rico/arroyo/local-businesses/","4 approved listings across at least 2 categories","live","index"
"281","P3","Arroyo","business","professional services in Arroyo","servicios profesionales en Arroyo","https://spotlightpuertorico.com/puerto-rico/arroyo/professional-services/","2 approved professional-service listings","live","index"
"282","P3","Arroyo","food","restaurants in Arroyo","restaurantes en Arroyo","https://spotlightpuertorico.com/puerto-rico/arroyo/restaurants/","2 approved restaurant listings","live","index"
"283","P3","Arroyo","business","services near me in Arroyo","servicios cerca de mí en Arroyo","https://spotlightpuertorico.com/puerto-rico/arroyo/services/","3 approved service listings across at least 2 categories","live","index"
"284","P3","Arroyo","shopping","shopping in Arroyo Puerto Rico","dónde comprar en Arroyo Puerto Rico","https://spotlightpuertorico.com/puerto-rico/arroyo/shopping/","2 approved retail listings","live","index"
"285","P3","Arroyo","tourism","things to do in Arroyo","qué hacer en Arroyo","https://spotlightpuertorico.com/puerto-rico/arroyo/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"286","P3","Arroyo","tourism","tours in Arroyo Puerto Rico","tours en Arroyo Puerto Rico","https://spotlightpuertorico.com/puerto-rico/arroyo/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"287","P3","Barceloneta","business","automotive services in Barceloneta","servicios automotrices en Barceloneta","https://spotlightpuertorico.com/puerto-rico/barceloneta/automotive/","2 approved automotive listings","live","index"
"288","P3","Barceloneta","tourism","beaches near Barceloneta","playas cerca de Barceloneta","https://spotlightpuertorico.com/puerto-rico/barceloneta/beaches/","2 documented beaches with access and safety details","live","index"
"289","P3","Barceloneta","business","beauty and spa in Barceloneta","belleza y spa en Barceloneta","https://spotlightpuertorico.com/puerto-rico/barceloneta/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"290","P3","Barceloneta","food","cafes and bakeries in Barceloneta","cafés y panaderías en Barceloneta","https://spotlightpuertorico.com/puerto-rico/barceloneta/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"291","P3","Barceloneta","tourism","family things to do in Barceloneta","actividades familiares en Barceloneta","https://spotlightpuertorico.com/puerto-rico/barceloneta/family-activities/","3 documented family-suitable activities","live","index"
"292","P3","Barceloneta","business","home services in Barceloneta","servicios para el hogar en Barceloneta","https://spotlightpuertorico.com/puerto-rico/barceloneta/home-services/","2 approved home-service listings","live","index"
"293","P3","Barceloneta","business","local businesses in Barceloneta","negocios locales en Barceloneta","https://spotlightpuertorico.com/puerto-rico/barceloneta/local-businesses/","4 approved listings across at least 2 categories","live","index"
"294","P3","Barceloneta","business","professional services in Barceloneta","servicios profesionales en Barceloneta","https://spotlightpuertorico.com/puerto-rico/barceloneta/professional-services/","2 approved professional-service listings","live","index"
"295","P3","Barceloneta","food","restaurants in Barceloneta","restaurantes en Barceloneta","https://spotlightpuertorico.com/puerto-rico/barceloneta/restaurants/","2 approved restaurant listings","live","index"
"296","P3","Barceloneta","business","services near me in Barceloneta","servicios cerca de mí en Barceloneta","https://spotlightpuertorico.com/puerto-rico/barceloneta/services/","3 approved service listings across at least 2 categories","live","index"
"297","P3","Barceloneta","shopping","shopping in Barceloneta Puerto Rico","dónde comprar en Barceloneta Puerto Rico","https://spotlightpuertorico.com/puerto-rico/barceloneta/shopping/","2 approved retail listings","live","index"
"298","P3","Barceloneta","tourism","things to do in Barceloneta","qué hacer en Barceloneta","https://spotlightpuertorico.com/puerto-rico/barceloneta/things-to-do/","3 approved activities or attractions with distinct descriptions","live","index"
"299","P3","Barceloneta","tourism","tours in Barceloneta Puerto Rico","tours en Barceloneta Puerto Rico","https://spotlightpuertorico.com/puerto-rico/barceloneta/tours-and-experiences/","2 approved tours or bookable experiences","live","index"
"300","P3","Barranquitas","business","automotive services in Barranquitas","servicios automotrices en Barranquitas","https://spotlightpuertorico.com/puerto-rico/barranquitas/automotive/","2 approved automotive listings","live","index"
"301","P3","Barranquitas","tourism","beaches near Barranquitas","playas cerca de Barranquitas","https://spotlightpuertorico.com/puerto-rico/barranquitas/beaches/","2 documented beaches with access and safety details","live","index"
"302","P3","Barranquitas","business","beauty and spa in Barranquitas","belleza y spa en Barranquitas","https://spotlightpuertorico.com/puerto-rico/barranquitas/beauty-and-spa/","2 approved beauty or spa listings","live","index"
"303","P3","Barranquitas","food","cafes and bakeries in Barranquitas","cafés y panaderías en Barranquitas","https://spotlightpuertorico.com/puerto-rico/barranquitas/cafes-and-bakeries/","2 approved café or bakery listings","live","index"
"304","P3","Barranquitas","tourism","family things to do in Barranquitas","actividades familiares en Barranquitas","https://spotlightpuertorico.com/puerto-rico/barranquitas/family-activities/","3 documented family-suitable activities","live","index"
